City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Aripuana,BR,-9.1667,-60.6333,88.83,52,63,3.09,broken clouds
348,Yangambi,CD,0.8102,24.4336,70.77,98,18,1.36,few clouds
349,Salihli,TR,38.4826,28.1477,58.3,52,0,2.24,clear sky
350,Mariental,NA,-24.6333,17.9667,77.2,12,0,2.48,clear sky
351,Hvide Sande,DK,56.0045,8.1294,54.09,90,100,24.02,overcast clouds
352,Erdenet,MN,49.0333,104.0833,27.86,73,86,4.74,overcast clouds
353,Sain Alto,MX,23.5833,-103.25,73.4,20,0,0.4,clear sky
354,Bereda,ES,43.2686,-7.5406,61.41,91,93,5.23,overcast clouds
355,Nha Trang,VN,12.25,109.1833,77.0,91,98,5.01,overcast clouds
356,North Platte,US,41.1239,-100.7654,66.09,45,1,14.0,clear sky
357,Tombouctou,ML,20.0,-3.0,87.6,20,23,10.04,few clouds
358,Hasaki,JP,35.7333,140.8333,52.2,60,84,6.15,broken clouds
359,Aswan,EG,24.0934,32.907,86.7,25,74,6.71,broken clouds
360,Nyuksenitsa,RU,60.4128,44.2397,43.79,90,100,6.71,overcast clouds
361,Chokwe,MZ,-24.5333,32.9833,70.21,85,50,11.25,light rain
362,Beloha,MG,-25.1667,45.05,67.95,80,10,12.08,clear sky
363,Hokitika,NZ,-42.7167,170.9667,54.66,74,26,15.64,scattered clouds
364,Republic,US,37.12,-93.4802,64.38,59,1,1.01,clear sky
365,Quimper,FR,48.0,-4.1,57.6,88,75,9.22,broken clouds
366,Carayao,PY,-25.1833,-56.4,71.2,95,100,2.04,light rain
367,Pushkino,RU,56.0172,37.8667,46.22,88,38,8.88,scattered clouds
368,Saldanha,ZA,-33.0117,17.9442,60.85,88,54,13.22,broken clouds
369,Maltahohe,NA,-24.8333,16.9833,66.65,24,0,9.4,clear sky
370,Aasiaat,GL,68.7098,-52.8699,25.14,96,100,8.28,overcast clouds
371,Caetite,BR,-14.0694,-42.475,82.56,40,61,9.15,broken clouds
372,Bloomingdale,US,27.8936,-82.2404,75.47,72,75,5.01,broken clouds
373,Mehamn,NO,71.0357,27.8492,38.53,76,93,4.47,overcast clouds
374,Kapit,MY,2.0167,112.9333,74.14,99,100,0.76,overcast clouds
375,Moose Factory,CA,51.2585,-80.6094,44.6,81,90,6.91,overcast clouds
376,Northam,GB,51.0333,-4.2167,54.09,92,17,11.41,few clouds
377,Garowe,SO,8.4054,48.4845,73.31,79,6,13.65,clear sky
378,Paamiut,GL,61.994,-49.6678,31.87,79,100,13.78,overcast clouds
379,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,16.11,few clouds
380,Shangzhi,CN,45.2167,127.9667,40.19,66,100,8.5,overcast clouds
381,Te Anau,NZ,-45.4167,167.7167,46.4,95,100,5.06,light rain
382,Mandalgovi,MN,45.7625,106.2708,28.09,78,19,7.11,few clouds
383,Tondano,ID,1.3038,124.9112,68.09,93,94,1.03,overcast clouds
384,Abashiri,JP,44.0213,144.2697,42.06,83,100,7.72,overcast clouds
385,Svetlogorsk,BY,52.6333,29.7333,44.51,73,23,10.16,few clouds
386,Evensk,RU,61.95,159.2333,8.73,74,95,10.94,overcast clouds
387,Eureka,US,40.8021,-124.1637,65.68,96,62,5.99,broken clouds
388,Havoysund,NO,70.9963,24.6622,34.68,65,100,7.85,overcast clouds
389,Pahrump,US,36.2083,-115.9839,82.51,22,13,5.01,few clouds
390,Biak,ID,-0.9131,122.8766,75.97,85,100,3.42,overcast clouds
391,Okato,NZ,-39.2,173.8833,57.42,83,59,13.91,broken clouds
392,Hamilton,US,39.1834,-84.5333,58.19,93,90,4.0,mist
393,Vila Velha,BR,-20.3297,-40.2925,71.55,94,75,6.91,broken clouds
394,Vostok,RU,46.4856,135.8833,32.9,82,100,1.63,overcast clouds
395,Noumea,NC,-22.2763,166.4572,73.99,99,5,2.39,clear sky
396,Laviana,ES,43.2333,-5.5333,59.7,85,100,4.97,overcast clouds
397,Ambanja,MG,-13.6833,48.45,74.08,81,100,1.59,overcast clouds
398,Leningradskiy,RU,69.3833,178.4167,-2.0,96,99,6.06,overcast clouds
399,Camacha,PT,33.0833,-16.3333,69.22,88,20,8.05,few clouds
400,Mantua,IT,45.1667,10.7833,55.72,89,100,3.0,heavy intensity rain
401,Antofagasta,CL,-23.65,-70.4,63.68,61,8,8.12,clear sky
402,Lazaro Cardenas,MX,17.9583,-102.2,83.84,69,0,6.04,clear sky
403,Bambanglipuro,ID,-7.95,110.2833,77.16,91,100,3.06,overcast clouds
404,Punta Cardon,VE,11.6581,-70.215,81.75,76,100,18.32,overcast clouds
405,Kijang,KR,35.2442,129.2139,47.93,66,0,4.7,clear sky
406,Abu Dhabi,AE,24.4667,54.3667,82.51,69,0,4.61,clear sky
407,Sawakin,SD,19.1059,37.3321,84.33,73,1,5.86,clear sky
408,Araouane,ML,18.9048,-3.5265,89.46,19,97,10.27,overcast clouds
409,Emba,KZ,48.8264,58.1442,41.13,84,16,9.22,few clouds
410,Namibe,AO,-15.1961,12.1522,68.25,73,84,8.01,broken clouds
411,Peterlee,GB,54.7603,-1.3365,47.43,88,5,3.0,clear sky
412,Sao Filipe,CV,14.8961,-24.4956,79.86,75,77,10.18,broken clouds
413,Tezu,IN,27.9167,96.1667,66.34,52,15,4.59,few clouds
414,Kawalu,ID,-7.3817,108.2082,71.94,96,100,1.03,overcast clouds
415,Sorong,ID,-0.8833,131.25,77.99,86,56,5.26,broken clouds
416,Melville,US,40.7934,-73.4151,63.05,80,75,1.01,broken clouds
417,Kaoma,ZM,-14.7833,24.8,73.83,50,78,5.44,broken clouds
418,Oktyabrskiy,RU,54.4815,53.471,44.42,95,100,9.06,overcast clouds
419,Fortuna,US,40.5982,-124.1573,65.43,74,75,1.99,broken clouds
420,Odessa,UA,46.4775,30.7326,51.73,71,0,13.42,clear sky
421,Sarakhs,IR,36.5449,61.1577,58.57,33,96,10.65,overcast clouds
422,Zenzeli,RU,45.9241,47.0474,47.03,72,0,4.59,clear sky
423,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,11.5,thunderstorm
424,Ostrovnoy,RU,68.0531,39.5131,33.96,91,100,12.33,overcast clouds
425,Honiara,SB,-9.4333,159.95,79.77,83,74,5.73,broken clouds
426,Karpogory,RU,64.0019,44.4451,33.71,99,100,4.09,light rain
427,Shar,KZ,49.5886,81.0453,38.77,50,100,6.64,overcast clouds
428,Hofn,IS,64.2539,-15.2082,42.31,86,100,12.66,overcast clouds
429,Constitucion,CL,-35.3333,-72.4167,64.47,63,100,14.74,overcast clouds
430,Vilhena,BR,-12.7406,-60.1458,88.02,45,40,10.36,thunderstorm
431,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,86.99,66,98,2.24,overcast clouds
432,Pachino,IT,36.7186,15.0907,64.44,86,100,8.68,light rain
433,Novyy Urgal,RU,51.0736,132.5642,24.76,81,2,1.9,clear sky
434,Ketchikan,US,55.3422,-131.6461,43.56,87,100,4.18,overcast clouds
435,Mangan,IN,27.5167,88.5333,61.32,59,59,4.07,broken clouds
436,Tieli,CN,46.95,128.05,33.89,48,99,5.7,overcast clouds
437,Chernyshevskiy,RU,63.0128,112.4714,27.28,97,100,8.9,light snow
438,Lorengau,PG,-2.0226,147.2712,81.63,79,83,6.78,broken clouds
439,Auki,SB,-8.7676,160.7034,79.61,83,99,3.56,overcast clouds
440,Jiwani,PK,25.05,61.7417,82.11,52,6,7.78,clear sky
441,Tabas,IR,33.5959,56.9244,66.96,25,0,4.88,clear sky
442,Zhigansk,RU,66.7697,123.3711,-1.46,96,100,16.93,overcast clouds
443,Vardo,NO,70.3705,31.1107,38.86,76,93,7.47,overcast clouds
444,Huddersfield,GB,53.649,-1.7842,48.61,86,30,3.0,scattered clouds
445,Tonj,SS,7.2737,28.6822,74.07,76,79,5.73,broken clouds
446,Dudinka,RU,69.4058,86.1778,11.77,96,100,4.0,light snow
447,Huarmey,PE,-10.0681,-78.1522,68.59,74,57,9.01,broken clouds
448,Cochabamba,BO,-17.3895,-66.1568,76.75,29,40,23.02,scattered clouds
449,Ginda,IN,30.6945,78.4932,48.61,37,0,6.35,clear sky
450,Moose Jaw,CA,50.4001,-105.5344,41.25,48,25,20.71,scattered clouds
451,Delta Del Tigre,UY,-34.7633,-56.3853,84.61,48,20,11.5,few clouds
452,Tilichiki,RU,60.4667,166.1,3.09,94,18,8.03,few clouds
453,Yumen,CN,40.2833,97.2,37.74,45,26,6.22,scattered clouds
454,Benghazi,LY,32.1167,20.0667,72.48,64,86,18.28,overcast clouds
455,Otane,NZ,-39.8833,176.6333,69.01,71,100,4.94,moderate rain
456,Ambon,ID,-3.6954,128.1814,75.34,94,20,6.91,few clouds
457,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,88,100,11.65,overcast clouds
458,Nelson,NZ,-41.2833,173.2833,58.08,63,4,10.69,clear sky
459,Sibolga,ID,1.7427,98.7792,76.51,89,100,2.84,heavy intensity rain
460,Gunjur,GM,13.2019,-16.7339,78.87,83,0,6.91,clear sky
461,Bhairab Bazar,BD,24.0667,90.9667,78.85,65,33,6.96,scattered clouds
462,Payo,ID,-3.7508,103.6372,72.63,96,100,1.61,overcast clouds
463,Alofi,NU,-19.0595,-169.9187,78.69,73,75,10.36,light rain
464,Oksovskiy,RU,62.6062,39.8984,44.44,86,100,7.9,overcast clouds
465,Vanderhoof,CA,54.0166,-124.0198,38.34,44,14,2.39,few clouds
466,Ujjain,IN,23.1833,75.7667,64.36,49,100,3.85,overcast clouds
467,Alta Floresta,BR,-9.8756,-56.0861,91.22,55,20,4.61,few clouds
468,Blackwater,AU,-23.5833,148.8833,73.6,32,23,12.86,few clouds
469,Beira,MZ,-19.8436,34.8389,75.29,73,20,9.22,few clouds
470,Dovolnoye,RU,54.4958,79.6671,28.49,46,100,9.57,overcast clouds
471,Ixtapa,MX,20.7,-105.2,87.22,78,51,5.01,broken clouds
472,Argenta,IT,44.6124,11.8356,55.98,83,100,3.62,overcast clouds
473,Lichinga,MZ,-13.3128,35.2406,69.4,57,4,7.52,clear sky
474,Phuket,TH,8.0,98.25,83.08,94,20,2.3,few clouds
475,Moron,AR,-34.6534,-58.6198,90.01,51,0,5.01,clear sky
476,Spokane,US,47.6166,-117.3677,49.82,61,40,1.99,scattered clouds
477,The Valley,AI,18.217,-63.0578,85.86,65,40,11.5,scattered clouds
478,Eston,CA,51.1501,-108.7514,41.13,31,0,16.33,clear sky
479,Izhma,RU,65.0083,53.9113,22.44,91,100,3.71,overcast clouds
480,Nkhata Bay,MW,-11.6066,34.2907,77.11,63,10,1.9,clear sky
481,Tongzi,CN,28.7829,105.0877,59.2,94,100,4.27,light rain
482,Cumra,TR,37.5732,32.7745,46.54,56,66,0.56,broken clouds
483,Nome,US,64.5011,-165.4064,6.87,78,1,0.0,clear sky
484,Elizabethtown,US,37.694,-85.8591,57.92,87,90,10.36,overcast clouds
485,Iquitos,PE,-3.7481,-73.2472,93.24,49,40,2.3,scattered clouds
486,Galiakot,IN,23.5167,74.0,68.58,43,14,3.76,few clouds
487,Cadiz,ES,36.5,-5.75,67.75,97,96,9.17,overcast clouds
488,Tecpan,GT,14.7623,-90.9947,63.36,89,100,2.39,overcast clouds
489,Alappuzha,IN,9.49,76.3264,79.12,86,100,2.06,overcast clouds
490,Tuy Hoa,VN,13.0833,109.3,75.18,91,22,3.87,few clouds
491,Tubuala,PA,9.5167,-79.0333,85.33,74,100,5.68,overcast clouds
492,Da Nang,VN,16.0678,108.2208,77.05,100,75,2.3,broken clouds
493,Kristiansund,NO,63.1115,7.732,48.85,76,100,11.5,overcast clouds
494,Kolvereid,NO,64.8655,11.6047,46.42,85,39,7.78,scattered clouds
495,Vao,NC,-22.6667,167.4833,70.79,74,4,4.76,clear sky
496,El Tigre,VE,8.8875,-64.2454,83.14,61,100,7.02,overcast clouds
497,Gijon,ES,43.5357,-5.6615,59.25,88,89,5.61,overcast clouds
498,Hay River,CA,60.8156,-115.7999,33.78,75,75,13.8,broken clouds
499,Ikirun,NG,7.9167,4.6667,80.08,70,93,1.86,overcast clouds
500,Wanlaweyn,SO,2.6185,44.8938,78.62,73,56,12.41,broken clouds
501,Revelstoke,CA,50.9832,-118.2023,42.82,52,1,6.91,clear sky
502,Port-Cartier,CA,50.0334,-66.8654,48.42,59,48,4.0,scattered clouds
503,Adrar,MR,20.5022,-10.0711,83.48,16,100,11.88,overcast clouds
504,Aksarka,RU,66.5606,67.7975,-1.95,93,22,5.99,few clouds
505,Xiaoweizhai,CN,26.1903,107.5125,57.09,98,100,2.91,overcast clouds
506,Clyde River,CA,70.4692,-68.5914,28.63,100,90,23.02,snow
507,Barcelos,PT,41.5388,-8.6151,63.84,94,100,7.14,overcast clouds
508,Fukue,JP,32.6881,128.8419,66.31,70,7,10.22,clear sky
509,San Patricio,US,28.017,-97.5169,87.06,17,0,2.39,clear sky
510,Kokoda,PG,-8.8785,147.7407,72.52,91,27,2.01,scattered clouds
511,Camacupa,AO,-12.0167,17.4833,62.8,92,100,4.68,overcast clouds
512,Catole Do Rocha,BR,-6.3439,-37.7467,92.93,26,81,2.98,broken clouds
513,Donaueschingen,DE,47.95,8.5,50.97,72,100,5.06,overcast clouds
514,Mangrol,IN,21.1167,70.1167,76.41,44,65,7.02,broken clouds
515,Gorontalo,ID,0.5412,123.0595,74.71,94,99,2.89,overcast clouds
516,Mareeba,AU,-17.0,145.4333,70.45,94,45,1.79,scattered clouds
517,Mana,GF,5.6592,-53.7767,82.44,73,18,7.45,few clouds
518,Noramarg,AM,40.0238,44.424,48.52,93,75,0.0,mist
519,Thinadhoo,MV,0.5333,72.9333,82.98,75,42,17.52,scattered clouds
520,Broome,US,42.2506,-75.833,57.45,76,90,1.01,overcast clouds
521,Xining,CN,36.6167,101.7667,35.71,67,92,0.98,overcast clouds
522,Tautira,PF,-17.7333,-149.15,82.42,76,40,16.44,light rain
523,Taltal,CL,-25.4,-70.4833,68.02,58,22,5.5,few clouds
524,Plavsk,RU,53.7094,37.2919,43.68,90,12,8.88,few clouds
525,Arlit,NE,18.7369,7.3853,86.77,17,62,17.49,broken clouds
526,Cap Malheureux,MU,-19.9842,57.6142,72.09,85,6,6.15,clear sky
527,Kysyl-Syr,RU,63.8986,122.7617,8.42,90,95,9.64,overcast clouds
528,Tazmalt,DZ,36.3868,4.3989,68.2,39,91,4.94,overcast clouds
529,Jalu,LY,29.0331,21.5482,68.88,44,0,6.44,clear sky
530,Olinda,BR,-8.0089,-34.8553,80.33,65,40,11.5,scattered clouds
531,Amasia,TR,40.6533,35.8331,44.33,81,67,1.88,broken clouds
532,Santa Rosa,PH,14.3122,121.1114,79.86,77,66,12.53,broken clouds
533,Belmonte,BR,-15.8631,-38.8828,79.3,81,95,6.89,overcast clouds
534,Mocuba,MZ,-16.8392,36.9856,69.48,73,0,3.96,clear sky
535,Kedrovyy,RU,56.1667,91.8167,21.61,65,99,7.02,overcast clouds
536,Msowero,TZ,-6.5333,37.2,73.62,83,71,6.08,broken clouds
537,Rocky Mount,US,35.9382,-77.7905,64.51,55,1,8.05,clear sky
538,Demir Kapija,MK,41.405,22.2489,52.02,76,0,4.14,clear sky
539,Vila,PT,42.0304,-8.1588,53.33,93,94,4.74,overcast clouds
540,Champerico,GT,14.3,-91.9167,85.95,77,100,7.34,overcast clouds
541,Peleduy,RU,59.6289,112.7406,32.63,74,100,11.95,overcast clouds
542,Tongren,CN,27.7172,109.1853,58.53,96,100,2.28,light rain
543,Jumla,NP,29.2747,82.1838,42.69,78,2,4.0,clear sky
544,Krutinka,RU,56.0055,71.5113,29.52,96,100,10.29,snow
545,Sao Sebastiao,BR,-23.76,-45.4097,69.6,94,97,10.16,overcast clouds
546,Srandakan,ID,-7.9386,110.2506,77.14,91,97,3.51,overcast clouds
547,Nouadhibou,MR,20.931,-17.0347,69.78,83,2,12.66,clear sky
548,Cheney,US,47.4874,-117.5758,49.75,64,20,10.36,few clouds
549,Svetlyy,RU,54.675,20.1347,48.25,61,3,13.65,clear sky
550,Ulaangom,MN,49.9811,92.0667,32.58,71,100,2.06,light snow
551,Lompoc,US,34.6391,-120.4579,73.69,79,20,10.36,few clouds
552,Odweyne,SO,9.4092,45.064,71.55,60,3,7.34,clear sky
553,Tarakan,ID,3.3,117.6333,78.89,81,60,4.54,broken clouds
554,Nakasongola,UG,1.3089,32.4564,66.6,90,98,1.07,light rain
555,Sumbe,AO,-11.2061,13.8437,75.54,84,100,6.17,light rain
556,Norman Wells,CA,65.282,-126.8329,19.44,86,90,5.75,fog
557,Ozernovskiy,RU,51.5,156.5167,40.12,85,100,5.46,overcast clouds
558,Myingyan,MM,21.4667,95.3833,75.24,89,7,4.72,clear sky
559,Rocha,UY,-34.4833,-54.3333,70.21,80,100,9.53,overcast clouds
560,Nakamura,JP,32.9833,132.9333,59.36,98,100,6.98,overcast clouds
561,Cuamba,MZ,-14.8031,36.5372,75.74,41,0,1.16,clear sky
562,Duluth,US,46.7833,-92.1066,55.31,68,1,9.22,clear sky
563,Curico,CL,-34.9833,-71.2333,78.91,36,0,11.5,clear sky
564,Upata,VE,8.0086,-62.3989,81.19,93,99,3.76,overcast clouds
565,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.39,66,1,2.3,clear sky
566,Crotone,IT,39.0851,17.1178,56.93,76,99,3.24,overcast clouds
567,Boyolangu,ID,-8.1181,111.8935,76.3,91,100,0.96,overcast clouds
568,Bongor,TD,10.2806,15.3722,85.59,43,98,4.12,overcast clouds
569,Grand Gaube,MU,-20.0064,57.6608,72.0,84,8,7.63,clear sky
570,Puerto Carreno,CO,6.189,-67.4859,85.64,68,97,4.12,overcast clouds
571,Voh,NC,-20.9667,164.7,77.92,64,2,1.9,clear sky
572,Morant Bay,JM,17.8815,-76.4093,84.65,81,58,6.15,broken clouds
573,Paita,PE,-5.0892,-81.1144,73.96,74,20,15.66,few clouds
574,Liberal,US,37.0431,-100.921,79.83,22,1,5.75,clear sky
575,Goderich,CA,43.7501,-81.7165,51.91,81,100,5.75,overcast clouds
576,Lagos,NG,6.5833,3.75,79.03,86,100,4.99,overcast clouds
577,Ullapool,GB,57.8987,-5.1604,48.34,88,35,7.67,scattered clouds
578,Channel-Port Aux Basques,CA,47.5702,-59.1367,47.68,71,0,6.85,clear sky
579,Savannah Bight,HN,16.45,-85.85,84.0,64,65,16.75,broken clouds
580,Sokone,SN,13.8833,-16.3667,78.96,65,100,8.79,overcast clouds
581,Puerto Ayacucho,VE,5.6639,-67.6236,83.1,79,86,3.91,overcast clouds
582,Fare,PF,-16.7,-151.0167,78.03,70,3,16.96,clear sky
583,Akyab,MM,20.15,92.9,78.03,81,60,4.25,broken clouds
584,Kuppam,IN,12.75,78.3667,67.96,98,75,3.78,broken clouds
585,Ust-Nera,RU,64.5667,143.2,-11.9,99,97,2.35,overcast clouds
586,Creel,MX,27.75,-107.6333,66.81,23,0,13.78,clear sky
587,Taucha,DE,51.3833,12.4833,53.55,69,0,11.5,clear sky
588,Lano,NG,10.1725,11.4715,83.98,27,100,2.57,overcast clouds
589,Porosozero,RU,62.7191,32.727,43.45,91,98,9.93,overcast clouds
590,Kasongo-Lunda,CD,-6.4667,16.8167,71.1,96,100,0.87,overcast clouds
591,Victor Harbor,AU,-35.5667,138.6167,49.91,93,0,6.46,clear sky
592,Bure,ET,10.7,37.0667,53.87,66,49,4.63,scattered clouds
593,Nuuk,GL,64.1835,-51.7216,39.81,65,75,32.21,broken clouds
594,Natal,BR,-5.795,-35.2094,83.05,69,20,18.41,few clouds
595,Princeton,US,25.5384,-80.4089,82.4,58,40,16.11,scattered clouds
596,Itarema,BR,-2.9248,-39.9167,80.55,74,26,12.24,scattered clouds
597,Altopascio,IT,43.8157,10.6739,62.87,74,100,1.99,overcast clouds
598,Itaituba,BR,-4.2761,-55.9836,95.16,49,20,6.91,thunderstorm
599,Preobrazheniye,RU,42.9019,133.9064,48.72,91,91,5.84,overcast clouds
600,Micoud,LC,13.8167,-60.9,84.18,65,20,17.27,few clouds
601,Guaraniacu,BR,-25.1008,-52.8781,65.01,94,99,4.36,light rain
602,Skjervoy,NO,70.0311,20.9714,41.11,69,100,10.78,overcast clouds
603,Salta,AR,-24.7859,-65.4117,89.89,37,40,8.01,scattered clouds
604,Kitgum,UG,3.2783,32.8867,70.86,67,74,3.06,broken clouds
605,Coquimbo,CL,-29.9533,-71.3436,60.53,77,75,11.5,broken clouds
606,Puerto Madryn,AR,-42.7692,-65.0385,52.14,60,20,30.33,few clouds
607,Sterling,US,39.0062,-77.4286,63.77,78,75,7.0,broken clouds
608,North Bend,US,43.4065,-124.2243,60.93,94,1,0.0,clear sky
609,Guanambi,BR,-14.2233,-42.7814,85.39,36,74,12.37,broken clouds
610,Pemangkat,ID,1.1667,108.9667,78.98,85,36,2.42,scattered clouds
611,Nicoya,CR,10.1483,-85.452,76.55,86,99,2.42,overcast clouds
612,Port Hedland,AU,-20.3167,118.5667,68.05,94,0,5.75,clear sky
613,Marquette,US,46.5333,-87.6335,53.04,76,9,5.68,clear sky
614,Yenagoa,NG,4.9247,6.2642,76.95,94,100,3.65,light rain
615,Deniliquin,AU,-35.5333,144.9667,50.04,65,0,5.01,clear sky
616,Urengoy,RU,65.9667,78.3667,8.89,94,100,12.95,overcast clouds
617,Ahar,IR,38.4774,47.0699,45.55,91,92,2.19,overcast clouds
618,Mount Isa,AU,-20.7333,139.5,74.97,23,75,10.36,broken clouds
619,Calbuco,CL,-41.768,-73.1273,63.61,69,0,17.96,clear sky
620,Krasnoselkup,RU,65.7,82.4667,17.19,95,100,10.65,light snow
621,Vicosa Do Ceara,BR,-3.5622,-41.0922,75.76,61,100,2.24,overcast clouds
622,Manavalakurichi,IN,8.1333,77.3,78.89,92,100,4.41,light rain
623,Casambalangan,PH,18.3765,122.1274,76.96,79,92,6.69,overcast clouds
624,Simbahan,PH,6.3032,120.5836,82.53,76,71,5.99,broken clouds
625,Gat,IL,31.61,34.7642,72.39,61,57,2.95,broken clouds
626,Smirnykh,RU,49.75,142.8333,30.69,96,100,8.9,snow
627,Mopipi,BW,-21.1833,24.8833,82.8,36,50,4.05,scattered clouds
628,Monrovia,LR,6.3005,-10.7969,76.77,87,100,5.21,light rain
629,Yuanping,CN,38.7153,112.7575,42.57,51,2,6.35,clear sky
630,Bykovo,RU,55.6361,38.0803,46.56,93,0,4.47,clear sky
631,Soderhamn,SE,61.3037,17.0592,42.98,92,100,4.07,overcast clouds
632,Escarcega,MX,18.6089,-90.7454,84.0,40,9,7.36,clear sky
633,Kapuskasing,CA,49.4169,-82.4331,53.69,47,20,2.3,few clouds
634,Itoman,JP,26.1247,127.6694,71.62,73,20,4.61,few clouds
635,Maymyo,MM,22.0333,96.4667,62.94,95,9,0.56,clear sky
636,Luena,AO,-11.7833,19.9167,63.5,90,100,1.16,overcast clouds
637,Tamworth,GB,52.634,-1.6959,48.92,86,8,4.0,clear sky
638,Namatanai,PG,-3.6667,152.4333,81.7,77,94,7.07,overcast clouds
639,Diglur,IN,18.55,77.6,68.59,75,54,4.9,broken clouds
640,Puerto Colombia,CO,10.9878,-74.9547,78.89,79,100,11.39,overcast clouds
641,Bani,DO,18.2833,-70.3333,89.04,69,22,7.9,few clouds
642,Asau,RO,46.4333,26.4,40.95,89,0,1.25,clear sky
643,Cueramaro,MX,20.6167,-101.7167,77.54,26,42,2.75,scattered clouds
644,Oytal,KZ,42.9057,73.2697,46.56,58,100,3.76,overcast clouds
645,Gorshechnoye,RU,51.5244,38.0365,41.63,83,0,5.28,clear sky
646,Gao,ML,16.6362,1.637,87.57,12,66,7.74,broken clouds
647,Maniitsoq,GL,65.4167,-52.9,35.92,93,100,28.68,light rain
648,Plettenberg Bay,ZA,-34.0527,23.3716,58.96,90,16,3.0,few clouds
649,Am Timan,TD,11.0297,20.2827,80.35,32,99,3.49,overcast clouds
650,Hanzhong,CN,33.0728,107.0303,57.07,87,100,0.92,overcast clouds
651,Shebalino,RU,51.2917,85.6772,34.25,79,100,4.34,overcast clouds
652,Killybegs,IE,54.6333,-8.45,46.45,86,93,10.87,overcast clouds
653,Whitehorse,CA,60.7161,-135.0538,34.57,69,75,15.99,broken clouds
654,Tres Arroyos,AR,-38.3739,-60.2798,60.53,54,100,18.75,overcast clouds
655,Hami,CN,42.8,93.45,50.56,43,100,3.29,overcast clouds
656,Astana,KZ,51.1801,71.446,37.35,87,75,22.37,broken clouds
657,Tashtyp,RU,52.7939,89.8983,33.62,83,100,8.12,overcast clouds
658,Mugumu,TZ,-1.85,34.7,66.96,64,73,1.19,broken clouds
659,Kropotkin,RU,45.4375,40.5756,46.17,72,0,13.0,clear sky
660,Belize,BZ,17.25,-88.75,83.43,41,95,3.76,overcast clouds
661,Ambulu,ID,-8.345,113.6058,75.56,90,51,3.58,broken clouds
662,Bahia Honda,CU,22.9036,-83.1592,80.37,56,20,14.61,few clouds
663,Bakchar,RU,57.0186,82.0711,26.15,52,100,7.52,overcast clouds
664,Portland,US,45.5234,-122.6762,63.19,40,1,3.0,clear sky
665,Riyadh,SA,24.6877,46.7219,71.74,37,38,7.61,scattered clouds
666,Doka,SD,13.5167,35.7667,83.46,36,32,2.3,scattered clouds
667,Bandarbeyla,SO,9.4942,50.8122,78.42,79,80,12.59,light rain
668,Sao Caetano De Odivelas,BR,-0.75,-48.02,78.8,84,16,6.17,few clouds
669,Satipo,PE,-11.2522,-74.6386,83.17,60,96,2.73,overcast clouds
670,Artyom,AZ,40.4723,50.333,53.74,70,100,5.77,overcast clouds
671,Muros,ES,42.7762,-9.0603,64.24,90,100,12.73,overcast clouds
672,Narasannapeta,IN,18.4167,84.05,75.79,86,22,4.7,few clouds
673,Junnar,IN,19.2,73.8833,66.81,57,16,5.19,few clouds
674,Strezhevoy,RU,60.7333,77.5889,10.38,98,85,4.07,overcast clouds
675,Pachora,IN,20.6667,75.35,67.17,58,47,3.47,scattered clouds
676,Rive-De-Gier,FR,45.5307,4.6213,64.31,89,100,6.26,overcast clouds
677,Villa Maria,AR,-32.4075,-63.2402,98.74,16,9,10.8,clear sky
678,Nantucket,US,41.2835,-70.0995,62.96,91,100,26.64,moderate rain
679,Bontang,ID,0.1333,117.5,77.18,87,99,1.61,overcast clouds
680,Ceyhan,TR,37.0247,35.8175,71.44,73,95,8.9,overcast clouds
681,Nehe,CN,48.4833,124.8333,27.21,49,14,9.62,few clouds
682,Puerto Maldonado,PE,-12.6,-69.1833,94.48,35,75,4.72,broken clouds
683,Ndele,CF,8.4109,20.6473,75.13,64,59,1.68,broken clouds
684,Arkhipo-Osipovka,RU,44.37,38.52,48.96,79,0,10.78,clear sky
685,Tiarei,PF,-17.5333,-149.3333,82.42,74,16,17.05,few clouds
686,Funtua,NG,11.5233,7.3081,76.66,24,100,8.23,overcast clouds
687,Barra Da Estiva,BR,-13.6261,-41.3269,71.96,60,75,5.88,broken clouds
688,Mahibadhoo,MV,3.7833,72.9667,82.47,72,74,13.49,broken clouds
689,Meulaboh,ID,4.1363,96.1285,75.47,88,100,4.41,moderate rain
690,Magadan,RU,59.5667,150.8,21.07,64,100,10.58,overcast clouds
691,Jardim,BR,-21.4803,-56.1381,76.5,81,86,4.7,overcast clouds
692,Malanje,AO,-9.5402,16.341,65.55,97,100,2.71,heavy intensity rain
693,Kamien Pomorski,PL,53.9685,14.7726,51.51,62,100,13.65,overcast clouds
694,Norsup,VU,-16.0667,167.3833,81.54,70,1,8.57,clear sky
695,Juba,SS,4.8517,31.5825,72.1,83,83,4.43,light rain
696,Grants Pass,US,42.439,-123.3284,62.35,85,40,1.01,scattered clouds
697,Hoopstad,ZA,-27.8327,25.9083,63.09,34,0,6.64,clear sky
